game_pk,hitter_name,hitter_team,hrs
717397,Kyle Schwarber,Philadelphia Phillies,1
717403,Cody Bellinger,Chicago Cubs,1
717403,Patrick Wisdom,Chicago Cubs,1
717403,Triston Casas,Boston Red Sox,1
717404,Bo Bichette,Toronto Blue Jays,1
717404,Whit Merrifield,Toronto Blue Jays,1
717398,Henry Davis,Pittsburgh Pirates,1
717398,Mike Yastrzemski,San Francisco Giants,1
717401,Gunnar Henderson,Baltimore Orioles,1
717399,Kyle Farmer,Minnesota Twins,1
717399,Michael A. Taylor,Minnesota Twins,1
717399,Ryan Noda,Oakland Athletics,1
717399,Seth Brown,Oakland Athletics,1
717392,Christian Yelich,Milwaukee Brewers,1
717392,Owen Miller,Milwaukee Brewers,1
717392,William Contreras,Milwaukee Brewers,1
717400,Brandon Nimmo,New York Mets,1
717400,Mookie Betts,Los Angeles Dodgers,1
717396,Alec Burleson,St. Louis Cardinals,1
717396,Alex Call,Washington Nationals,1
717396,CJ Abrams,Washington Nationals,1
717396,Nolan Arenado,St. Louis Cardinals,1
717395,Eddie Rosario,Atlanta Braves,1
717395,Jake Burger,Chicago White Sox,1
717395,Ronald Acuna Jr.,Atlanta Braves,2
717394,C.J. Cron,Colorado Rockies,1
717394,Giancarlo Stanton,New York Yankees,1
717389,Chas McCormick,Houston Astros,1
717389,Jose Abreu,Houston Astros,1
717389,Luis Rengifo,Los Angeles Angels,1
717389,Mike Moustakas,Los Angeles Angels,1
717389,Shohei Ohtani,Los Angeles Angels,1
717389,Zach Neto,Los Angeles Angels,1
717390,Kerry Carpenter,Detroit Tigers,2
717387,Bryson Stott,Philadelphia Phillies,1
717387,Ha-Seong Kim,San Diego Padres,1
717387,Kyle Schwarber,Philadelphia Phillies,1
717387,Xander Bogaerts,San Diego Padres,1
717391,Jake Burger,Chicago White Sox,1
717391,Luis Robert Jr.,Chicago White Sox,1
717384,Anthony Santander,Baltimore Orioles,1
717383,Christian Yelich,Milwaukee Brewers,1
717383,Jake Fraley,Cincinnati Reds,1
717382,Bobby Witt Jr.,Kansas City Royals,1
717382,Drew Waters,Kansas City Royals,1
717382,Francisco Mejia,Tampa Bay Rays,1
717382,Isaac Paredes,Tampa Bay Rays,1
717382,MJ Melendez,Kansas City Royals,1
717380,Keibert Ruiz,Washington Nationals,1
717380,Nolan Gorman,St. Louis Cardinals,1
717380,Paul Goldschmidt,St. Louis Cardinals,1
717376,Masataka Yoshida,Boston Red Sox,1
717376,Rafael Devers,Boston Red Sox,1
717376,Triston Casas,Boston Red Sox,1
717377,David Fry,Cleveland Guardians,1
717377,Marcus Semien,Texas Rangers,1
717377,Steven Kwan,Cleveland Guardians,1
717378,Alan Trejo,Colorado Rockies,1
717378,C.J. Cron,Colorado Rockies,1
717378,Michael Toglia,Colorado Rockies,1
717378,Nolan Jones,Colorado Rockies,1
717379,Alex Kirilloff,Minnesota Twins,1
717379,Christian Vazquez,Minnesota Twins,1
717379,Jordan Diaz,Oakland Athletics,1
717373,Cal Raleigh,Seattle Mariners,1
717381,Alex Bregman,Houston Astros,1
717381,Chas McCormick,Houston Astros,2
717381,Jake Meyers,Houston Astros,1
717381,Kyle Tucker,Houston Astros,1
717381,Mike Moustakas,Los Angeles Angels,1
717381,Shohei Ohtani,Los Angeles Angels,1
717372,Adley Rutschman,Baltimore Orioles,1
717372,Chris Taylor,Los Angeles Dodgers,1
717371,Amed Rosario,Cleveland Guardians,1
717371,Andres Gimenez,Cleveland Guardians,1
717371,Josh Naylor,Cleveland Guardians,1
717375,Austin Slater,San Francisco Giants,1
717375,Jonathan India,Cincinnati Reds,1
717375,Matt McLain,Cincinnati Reds,1
717375,Wilmer Flores,San Francisco Giants,1
717374,Bryan De La Cruz,Miami Marlins,1
717374,Jesus Sanchez,Miami Marlins,1
717370,Ian Happ,Chicago Cubs,1
717370,Jeimer Candelario,Washington Nationals,1
717370,Keibert Ruiz,Washington Nationals,1
717370,Patrick Wisdom,Chicago Cubs,1
717367,Ezequiel Duran,Texas Rangers,1
717367,Josh Lowe,Tampa Bay Rays,1
717369,Matt Thaiss,Los Angeles Angels,1
717369,Shohei Ohtani,Los Angeles Angels,1
717365,Eugenio Suarez,Seattle Mariners,1
717365,Joey Gallo,Minnesota Twins,1
717365,Max Kepler,Minnesota Twins,1
717363,Kyle Schwarber,Philadelphia Phillies,1
717361,Jason Heyward,Los Angeles Dodgers,1
717364,Connor Joe,Pittsburgh Pirates,1
717364,Josh Bell,Cleveland Guardians,1
717364,Josh Naylor,Cleveland Guardians,2
717362,Gary Sanchez,San Diego Padres,1
717362,Juan Soto,San Diego Padres,1
717362,Manny Machado,San Diego Padres,1
717362,Trent Grisham,San Diego Padres,1
717360,Christian Encarnacion-Strand,Cincinnati Reds,1
717360,Jake Fraley,Cincinnati Reds,1
717360,Joey Votto,Cincinnati Reds,1
717360,Will Benson,Cincinnati Reds,1
717360,Wilmer Flores,San Francisco Giants,2
717359,Brett Baty,New York Mets,1
717359,DJ Stewart,New York Mets,1
717359,Francisco Alvarez,New York Mets,2
717359,Yasmani Grandal,Chicago White Sox,1
717358,Austin Riley,Atlanta Braves,2
717358,Christian Walker,Arizona Diamondbacks,2
717358,Emmanuel Rivera,Arizona Diamondbacks,1
717358,Orlando Arcia,Atlanta Braves,1
717357,Brendan Donovan,St. Louis Cardinals,1
717357,Nolan Arenado,St. Louis Cardinals,1
717353,Lane Thomas,Washington Nationals,1
717353,Patrick Wisdom,Chicago Cubs,1
717353,Seiya Suzuki,Chicago Cubs,1
717354,Brandon Lowe,Tampa Bay Rays,1
717354,Corey Seager,Texas Rangers,1
717354,Marcus Semien,Texas Rangers,1
717354,Randy Arozarena,Tampa Bay Rays,1
717356,Spencer Torkelson,Detroit Tigers,2
717355,Kris Bryant,Colorado Rockies,1
717355,Ryan McMahon,Colorado Rockies,1
717352,Gleyber Torres,New York Yankees,1
717352,Mickey Moniak,Los Angeles Angels,1
717349,JJ Bleday,Oakland Athletics,1
717349,Ryan Noda,Oakland Athletics,1
717350,Alex Kirilloff,Minnesota Twins,1
717350,Carlos Correa,Minnesota Twins,1
717350,Edouard Julien,Minnesota Twins,1
717350,Eugenio Suarez,Seattle Mariners,1
717350,Kyle Farmer,Minnesota Twins,1
717348,Josh Bell,Cleveland Guardians,1
717343,Gunnar Henderson,Baltimore Orioles,1
717343,James Outman,Los Angeles Dodgers,1
717343,Max Muncy,Los Angeles Dodgers,1
717346,Jonah Heim,Texas Rangers,1
717346,Jose Siri,Tampa Bay Rays,1
717346,Leody Taveras,Texas Rangers,1
717351,Bryan De La Cruz,Miami Marlins,1
717351,Nolan Gorman,St. Louis Cardinals,1
717345,C.J. Cron,Colorado Rockies,1
717345,Chas McCormick,Houston Astros,1
717344,Cody Thomas,Oakland Athletics,1
717344,JJ Bleday,Oakland Athletics,1
717344,Jace Peterson,Oakland Athletics,1
717344,Justin Turner,Boston Red Sox,1
717347,Nick Castellanos,Philadelphia Phillies,1
717339,Franchy Cordero,New York Yankees,1
717339,Giancarlo Stanton,New York Yankees,1
717339,Luis Rengifo,Los Angeles Angels,1
717339,Taylor Ward,Los Angeles Angels,1
717342,Blake Sabol,San Francisco Giants,1
717342,Will Benson,Cincinnati Reds,1
717341,Brett Baty,New York Mets,1
717341,Luis Robert Jr.,Chicago White Sox,1
717340,Austin Riley,Atlanta Braves,1
717340,Marcell Ozuna,Atlanta Braves,1
717336,Jeimer Candelario,Washington Nationals,1
717336,Mike Tauchman,Chicago Cubs,1
717336,Nico Hoerner,Chicago Cubs,1
717333,Javier Baez,Detroit Tigers,1
717335,Alex Kirilloff,Minnesota Twins,1
717335,Edouard Julien,Minnesota Twins,1
717335,Eugenio Suarez,Seattle Mariners,1
717335,Max Kepler,Minnesota Twins,1
717335,Tom Murphy,Seattle Mariners,1
717337,Austin Riley,Atlanta Braves,1
717337,Corbin Carroll,Arizona Diamondbacks,1
717337,Dominic Canzone,Arizona Diamondbacks,1
717337,Emmanuel Rivera,Arizona Diamondbacks,1
717337,Matt Olson,Atlanta Braves,2
717337,Orlando Arcia,Atlanta Braves,1
717334,Luke Maile,Cincinnati Reds,1
717334,Wilmer Flores,San Francisco Giants,1
717329,Christian Yelich,Milwaukee Brewers,1
717331,Alejandro Kirk,Toronto Blue Jays,1
717331,Vladimir Guerrero Jr.,Toronto Blue Jays,1
717330,Omar Narvaez,New York Mets,1
717327,Mike Ford,Seattle Mariners,1
717327,Teoscar Hernandez,Seattle Mariners,1
717322,Jordan Walker,St. Louis Cardinals,1
717322,Paul DeJong,St. Louis Cardinals,1
717323,Alex Bregman,Houston Astros,1
717325,Cody Bellinger,Chicago Cubs,1
717325,Miles Mastrobuoni,Chicago Cubs,1
717317,Juan Soto,San Diego Padres,2
717317,Riley Greene,Detroit Tigers,1
717317,Zach McKinstry,Detroit Tigers,1
717320,Isaac Paredes,Tampa Bay Rays,1
717320,Jose Siri,Tampa Bay Rays,1
717319,C.J. Cron,Colorado Rockies,1
717319,Elias Diaz,Colorado Rockies,1
717319,Jurickson Profar,Colorado Rockies,1
717326,CJ Abrams,Washington Nationals,1
717326,J.D. Davis,San Francisco Giants,1
717326,Joc Pederson,San Francisco Giants,1
717326,Lane Thomas,Washington Nationals,1
717318,Billy McKinney,New York Yankees,1
717318,Franchy Cordero,New York Yankees,1
717318,Gleyber Torres,New York Yankees,1
717318,Michael Massey,Kansas City Royals,2
717321,Alek Thomas,Arizona Diamondbacks,1
717321,Ketel Marte,Arizona Diamondbacks,2
717321,Matt McLain,Cincinnati Reds,1
717324,Brandon Nimmo,New York Mets,1
717324,Daniel Vogelbach,New York Mets,1
717315,Bryson Stott,Philadelphia Phillies,1
717315,J.T. Realmuto,Philadelphia Phillies,1
717316,Corey Seager,Texas Rangers,1
717316,Freddie Freeman,Los Angeles Dodgers,1
717316,Nathaniel Lowe,Texas Rangers,1
717314,Alex Kirilloff,Minnesota Twins,1
717314,Andrew Benintendi,Chicago White Sox,1
717314,Byron Buxton,Minnesota Twins,2
717314,Ryan Jeffers,Minnesota Twins,1
717314,Yasmani Grandal,Chicago White Sox,1
717313,Austin Riley,Atlanta Braves,1
717313,Orlando Arcia,Atlanta Braves,1
717313,Willy Adames,Milwaukee Brewers,1
717312,Henry Davis,Pittsburgh Pirates,2
717312,Jack Suwinski,Pittsburgh Pirates,1
717312,Ji Man Choi,Pittsburgh Pirates,1
717312,Mike Moustakas,Los Angeles Angels,1
717312,Taylor Ward,Los Angeles Angels,1
717312,Trey Cabbage,Los Angeles Angels,1
717312,Zach Neto,Los Angeles Angels,1
717310,Alex Bregman,Houston Astros,1
717310,Kyle Tucker,Houston Astros,3
717311,Danny Jansen,Toronto Blue Jays,1
717304,DJ LeMahieu,New York Yankees,1
717304,Giancarlo Stanton,New York Yankees,1
717304,Nick Pratto,Kansas City Royals,1
717306,Nolan Jones,Colorado Rockies,1
717308,Lars Nootbaar,St. Louis Cardinals,1
717308,Nolan Gorman,St. Louis Cardinals,1
717305,Freddie Freeman,Los Angeles Dodgers,2
717305,J.D. Martinez,Los Angeles Dodgers,1
717305,Jonny Deluca,Los Angeles Dodgers,1
717305,Marcus Semien,Texas Rangers,1
717305,Max Muncy,Los Angeles Dodgers,1
717303,Corbin Carroll,Arizona Diamondbacks,1
717303,Jake Fraley,Cincinnati Reds,1
717303,Matt McLain,Cincinnati Reds,1
717303,TJ Friedl,Cincinnati Reds,1
717301,Brandon Belt,Toronto Blue Jays,1
717301,Cal Raleigh,Seattle Mariners,2
717301,Dylan Moore,Seattle Mariners,1
717301,Julio Rodriguez,Seattle Mariners,1
717301,Kevin Kiermaier,Toronto Blue Jays,1
717301,Vladimir Guerrero Jr.,Toronto Blue Jays,1
717299,Ha-Seong Kim,San Diego Padres,1
717299,Luis Campusano,San Diego Padres,1
717299,Manny Machado,San Diego Padres,1
717307,CJ Abrams,Washington Nationals,1
717309,Jarren Duran,Boston Red Sox,1
717309,Justin Turner,Boston Red Sox,1
717309,Triston Casas,Boston Red Sox,2
717309,Yu Chang,Boston Red Sox,1
717296,Austin Riley,Atlanta Braves,1
717295,Alex Bregman,Houston Astros,1
717295,Seth Brown,Oakland Athletics,1
717295,Zack Gelof,Oakland Athletics,1
717297,Endy Rodriguez,Pittsburgh Pirates,1
717288,Andy Ibanez,Detroit Tigers,1
717288,Spencer Torkelson,Detroit Tigers,1
717290,Joc Pederson,San Francisco Giants,1
717290,Riley Adams,Washington Nationals,1
717294,Anthony Rizzo,New York Yankees,1
717294,Freddy Fermin,Kansas City Royals,1
717294,Gleyber Torres,New York Yankees,1
717294,Kyle Isbel,Kansas City Royals,1
717294,Michael Massey,Kansas City Royals,1
717294,Salvador Perez,Kansas City Royals,1
717289,Corbin Carroll,Arizona Diamondbacks,1
717289,Elly De La Cruz,Cincinnati Reds,1
717289,Nick Senzel,Cincinnati Reds,1
717291,Gunnar Henderson,Baltimore Orioles,1
717291,Ryan O'Hearn,Baltimore Orioles,1
717291,Yandy Diaz,Tampa Bay Rays,1
717283,Andres Gimenez,Cleveland Guardians,1
717283,David Fry,Cleveland Guardians,1
717283,Steven Kwan,Cleveland Guardians,1
717292,Brenton Doyle,Colorado Rockies,1
717292,Randal Grichuk,Colorado Rockies,1
717285,Eloy Jimenez,Chicago White Sox,1
717285,Zach Remillard,Chicago White Sox,1
717287,Brice Turang,Milwaukee Brewers,1
717287,Ozzie Albies,Atlanta Braves,1
717287,Travis d'Arnaud,Atlanta Braves,1
717286,Cody Bellinger,Chicago Cubs,1
717284,Max Muncy,Los Angeles Dodgers,1
717279,JJ Bleday,Oakland Athletics,1
717279,Mauricio Dubon,Houston Astros,1
717279,Yainer Diaz,Houston Astros,1
717278,Andrew Velazquez,Los Angeles Angels,1
717278,Bryan Reynolds,Pittsburgh Pirates,1
717278,Luis Rengifo,Los Angeles Angels,2
717278,Shohei Ohtani,Los Angeles Angels,1
717281,Brandon Belt,Toronto Blue Jays,1
717281,Mike Ford,Seattle Mariners,1
717281,Vladimir Guerrero Jr.,Toronto Blue Jays,1
717298,Rafael Devers,Boston Red Sox,1
717280,Jordan Westburg,Baltimore Orioles,1
717280,Ryan Mountcastle,Baltimore Orioles,1
717282,Jeimer Candelario,Washington Nationals,1
717282,Nolan Jones,Colorado Rockies,1
717277,Maikel Garcia,Kansas City Royals,1
717277,Salvador Perez,Kansas City Royals,1
717275,Kolten Wong,Seattle Mariners,1
717275,Tom Murphy,Seattle Mariners,1
717274,Chas McCormick,Houston Astros,1
717274,Josh H. Smith,Texas Rangers,1
717274,Josh Jung,Texas Rangers,1
717273,Elly De La Cruz,Cincinnati Reds,1
717273,Sal Frelick,Milwaukee Brewers,1
717276,Carlos Santana,Pittsburgh Pirates,2
717276,Ha-Seong Kim,San Diego Padres,2
717276,Jack Suwinski,Pittsburgh Pirates,1
717276,Liover Peguero,Pittsburgh Pirates,1
717268,Christian Walker,Arizona Diamondbacks,1
717268,Nolan Arenado,St. Louis Cardinals,1
717268,Paul Goldschmidt,St. Louis Cardinals,1
717271,Jason Heyward,Los Angeles Dodgers,1
717271,Matt Chapman,Toronto Blue Jays,1
717271,Max Muncy,Los Angeles Dodgers,1
717265,Jake Rogers,Detroit Tigers,1
717267,Bryce Harper,Philadelphia Phillies,1
717267,Ryan O'Hearn,Baltimore Orioles,1
717270,Brandon Lowe,Tampa Bay Rays,1
717269,Ezequiel Tovar,Colorado Rockies,1
717269,Joey Meneses,Washington Nationals,1
717269,Stone Garrett,Washington Nationals,1
717266,Daniel Vogelbach,New York Mets,1
717266,Pete Alonso,New York Mets,2
717260,Bo Naylor,Cleveland Guardians,2
717261,Masataka Yoshida,Boston Red Sox,1
717264,Cade Marlowe,Seattle Mariners,1
717264,Julio Rodriguez,Seattle Mariners,2
717264,Matt Wallner,Minnesota Twins,1
717264,Michael A. Taylor,Minnesota Twins,1
717255,Kyle Tucker,Houston Astros,1
717255,Martin Maldonado,Houston Astros,1
717255,Mitch Garver,Texas Rangers,1
717263,Christopher Morel,Chicago Cubs,1
717263,Dansby Swanson,Chicago Cubs,2
717263,Nico Hoerner,Chicago Cubs,1
717262,Christian Yelich,Milwaukee Brewers,1
717262,Will Benson,Cincinnati Reds,1
717258,Gary Sanchez,San Diego Padres,1
717258,Juan Soto,San Diego Padres,1
717258,Manny Machado,San Diego Padres,1
717256,Bo Bichette,Toronto Blue Jays,1
717256,Freddie Freeman,Los Angeles Dodgers,1
717256,J.D. Martinez,Los Angeles Dodgers,1
717257,Elehuris Montero,Colorado Rockies,1
717257,Michael Toglia,Colorado Rockies,1
717257,Ryan McMahon,Colorado Rockies,1
717252,Bryan De La Cruz,Miami Marlins,1
717249,David Fry,Cleveland Guardians,1
717249,Jose Ramirez,Cleveland Guardians,2
717249,MJ Melendez,Kansas City Royals,1
717250,Christian Vazquez,Minnesota Twins,1
717250,Dylan Moore,Seattle Mariners,2
717250,Edouard Julien,Minnesota Twins,1
717250,Julio Rodriguez,Seattle Mariners,1
717250,Matt Wallner,Minnesota Twins,2
717254,Tyrone Taylor,Milwaukee Brewers,1
717244,Andrew Knizner,St. Louis Cardinals,1
717244,Christian Walker,Arizona Diamondbacks,1
717244,Emmanuel Rivera,Arizona Diamondbacks,1
717244,Lars Nootbaar,St. Louis Cardinals,1
717244,Nolan Gorman,St. Louis Cardinals,2
717244,Paul Goldschmidt,St. Louis Cardinals,1
717246,Bryan Reynolds,Pittsburgh Pirates,1
717246,Carlos Santana,Pittsburgh Pirates,1
717246,Ji Man Choi,Pittsburgh Pirates,1
717253,Danny Jansen,Toronto Blue Jays,1
717253,Whit Merrifield,Toronto Blue Jays,1
717245,Adley Rutschman,Baltimore Orioles,1
717245,Edmundo Sosa,Philadelphia Phillies,1
717242,Adam Duvall,Boston Red Sox,1
717242,Ozzie Albies,Atlanta Braves,1
717242,Rafael Devers,Boston Red Sox,1
717242,Triston Casas,Boston Red Sox,1
717239,Adolis Garcia,Texas Rangers,1
717239,Alex Bregman,Houston Astros,1
717239,Marcus Semien,Texas Rangers,1
717239,Nathaniel Lowe,Texas Rangers,1
717239,Sam Huff,Texas Rangers,1
717239,Yainer Diaz,Houston Astros,1
717240,Cody Bellinger,Chicago Cubs,1
717240,Ian Happ,Chicago Cubs,1
717240,Jake Burger,Chicago White Sox,1
717251,Austin Slater,San Francisco Giants,1
717251,J.D. Davis,San Francisco Giants,1
717247,Eduardo Escobar,Los Angeles Angels,1
717247,Hunter Renfroe,Los Angeles Angels,1
717247,Shohei Ohtani,Los Angeles Angels,2
717243,Taylor Ward,Los Angeles Angels,2
717238,Andrew Knizner,St. Louis Cardinals,2
717238,Mike Tauchman,Chicago Cubs,1
717233,Jake Burger,Chicago White Sox,2
717236,Bryan De La Cruz,Miami Marlins,1
717234,Kyle Schwarber,Philadelphia Phillies,1
717237,Anthony Santander,Baltimore Orioles,1
717235,Danny Jansen,Toronto Blue Jays,1
717235,Matt Chapman,Toronto Blue Jays,1
717235,Shohei Ohtani,Los Angeles Angels,1
717235,Whit Merrifield,Toronto Blue Jays,1
717230,Luis Garcia,Washington Nationals,1
717230,Pete Alonso,New York Mets,2
717228,Jake Burger,Chicago White Sox,1
717228,Luis Robert Jr.,Chicago White Sox,1
717231,Abraham Toro,Milwaukee Brewers,1
717231,Austin Riley,Atlanta Braves,1
717231,Marcell Ozuna,Atlanta Braves,1
717231,Matt Olson,Atlanta Braves,1
717229,Brandon Lowe,Tampa Bay Rays,1
717229,Jose Abreu,Houston Astros,1
717232,Bobby Witt Jr.,Kansas City Royals,1
717232,Kyle Isbel,Kansas City Royals,1
717226,Lars Nootbaar,St. Louis Cardinals,2
717226,Patrick Wisdom,Chicago Cubs,1
717227,Ramon Laureano,Oakland Athletics,1
717227,Randal Grichuk,Colorado Rockies,1
717227,Zack Gelof,Oakland Athletics,1
717224,Fernando Tatis Jr.,San Diego Padres,1
717225,Jake Fraley,Cincinnati Reds,1
717225,Spencer Steer,Cincinnati Reds,1
717220,Joc Pederson,San Francisco Giants,1
717220,Triston Casas,Boston Red Sox,1
717222,Alejandro Kirk,Toronto Blue Jays,2
717222,Santiago Espinal,Toronto Blue Jays,1
717218,Akil Baddoo,Detroit Tigers,1
717218,Riley Greene,Detroit Tigers,1
717216,Liover Peguero,Pittsburgh Pirates,1
717215,Francisco Alvarez,New York Mets,1
717215,Francisco Lindor,New York Mets,1
717215,Mark Vientos,New York Mets,1
717215,Tommy Pham,New York Mets,1
717207,Bobby Witt Jr.,Kansas City Royals,1
717207,Max Kepler,Minnesota Twins,1
717207,Michael Massey,Kansas City Royals,1
717217,Andrew Vaughn,Chicago White Sox,1
717217,Tim Anderson,Chicago White Sox,1
717221,J.D. Davis,San Francisco Giants,1
717213,Ian Happ,Chicago Cubs,1
717213,Yan Gomes,Chicago Cubs,1
717214,Alex Bregman,Houston Astros,1
717214,Isaac Paredes,Tampa Bay Rays,2
717214,Jose Abreu,Houston Astros,1
717214,Jose Altuve,Houston Astros,1
717214,Wander Franco,Tampa Bay Rays,1
717214,Yainer Diaz,Houston Astros,1
717214,Yordan Alvarez,Houston Astros,1
717219,Aaron Judge,New York Yankees,1
717219,Giancarlo Stanton,New York Yankees,1
717219,Kyle Higashioka,New York Yankees,1
717219,Ryan Mountcastle,Baltimore Orioles,1
717211,Eddie Rosario,Atlanta Braves,1
717211,Marcell Ozuna,Atlanta Braves,2
717211,Ronald Acuna Jr.,Atlanta Braves,1
717211,William Contreras,Milwaukee Brewers,1
717212,Brent Rooker,Oakland Athletics,1
717212,Randal Grichuk,Colorado Rockies,1
717212,Zack Gelof,Oakland Athletics,1
717210,Tom Murphy,Seattle Mariners,1
717205,Max Muncy,Los Angeles Dodgers,2
717201,Hunter Renfroe,Los Angeles Angels,1
717208,Alec Bohm,Philadelphia Phillies,1
717208,Bryan Reynolds,Pittsburgh Pirates,1
717208,Josh Palacios,Pittsburgh Pirates,1
717206,Austin Riley,Atlanta Braves,1
717206,Carlos Santana,Milwaukee Brewers,1
717206,Christian Yelich,Milwaukee Brewers,1
717206,Marcell Ozuna,Atlanta Braves,1
717206,Matt Olson,Atlanta Braves,2
717203,Francisco Lindor,New York Mets,1
717202,Garrett Cooper,Miami Marlins,1
717202,Jean Segura,Miami Marlins,1
717196,Brandon Lowe,Tampa Bay Rays,1
717198,Freddy Fermin,Kansas City Royals,1
717198,Matt Wallner,Minnesota Twins,1
717204,Jose Ramirez,Cleveland Guardians,2
717204,Steven Kwan,Cleveland Guardians,1
717197,Adam Duvall,Boston Red Sox,1
717197,Justin Turner,Boston Red Sox,1
717194,Elly De La Cruz,Cincinnati Reds,1
717194,Joey Votto,Cincinnati Reds,1
717194,Matt McLain,Cincinnati Reds,1
717193,J.P. Crawford,Seattle Mariners,1
717191,Gary Sanchez,San Diego Padres,2
717200,Adam Frazier,Baltimore Orioles,1
717200,Jake Bauers,New York Yankees,1
717189,Jorge Soler,Miami Marlins,1
717185,Brandon Lowe,Tampa Bay Rays,1
717185,Isaac Paredes,Tampa Bay Rays,1
717185,Jake Bauers,New York Yankees,1
717185,Josh Lowe,Tampa Bay Rays,1
717185,Wander Franco,Tampa Bay Rays,1
717192,Joey Meneses,Washington Nationals,1
717192,Joey Wiemer,Milwaukee Brewers,1
717186,Gunnar Henderson,Baltimore Orioles,1
717186,Whit Merrifield,Toronto Blue Jays,1
717187,Chad Wallach,Los Angeles Angels,1
717187,Luis Rengifo,Los Angeles Angels,1
717187,Matt Olson,Atlanta Braves,1
717187,Randal Grichuk,Los Angeles Angels,1
717188,Dansby Swanson,Chicago Cubs,1
717184,Yordan Alvarez,Houston Astros,1
717179,Ryan McMahon,Colorado Rockies,1
717179,Trent Grisham,San Diego Padres,1
717181,Cal Raleigh,Seattle Mariners,2
717190,Wilmer Flores,San Francisco Giants,1
717182,Nick Castellanos,Philadelphia Phillies,1
717178,Liover Peguero,Pittsburgh Pirates,1
717175,Randy Arozarena,Tampa Bay Rays,1
717175,Yandy Diaz,Tampa Bay Rays,1
717177,Anthony Santander,Baltimore Orioles,1
717177,Brandon Belt,Toronto Blue Jays,1
717177,Danny Jansen,Toronto Blue Jays,1
717177,Gunnar Henderson,Baltimore Orioles,1
717176,Michael Harris II,Atlanta Braves,2
717176,Orlando Arcia,Atlanta Braves,1
717174,Tyler O'Neill,St. Louis Cardinals,1
717173,Cody Bellinger,Chicago Cubs,1
717173,Dansby Swanson,Chicago Cubs,2
717173,Miguel Amaya,Chicago Cubs,1
717173,Mike Tauchman,Chicago Cubs,1
717173,Nico Hoerner,Chicago Cubs,1
717173,Patrick Wisdom,Chicago Cubs,1
717173,Tyler Stephenson,Cincinnati Reds,1
717168,Adolis Garcia,Texas Rangers,1
717168,Mitch Garver,Texas Rangers,1
717170,Francisco Alvarez,New York Mets,1
717170,Pete Alonso,New York Mets,1
717169,Juan Soto,San Diego Padres,2
717169,Ryan McMahon,Colorado Rockies,1
717167,Alex Verdugo,Boston Red Sox,1
717167,Eugenio Suarez,Seattle Mariners,1
717167,Reese McGuire,Boston Red Sox,1
717180,Alek Thomas,Arizona Diamondbacks,1
717180,Brandon Crawford,San Francisco Giants,1
717180,Ketel Marte,Arizona Diamondbacks,1
717180,LaMonte Wade Jr.,San Francisco Giants,1
717180,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
717171,Brent Rooker,Oakland Athletics,1
717171,Jordan Diaz,Oakland Athletics,1
717171,Mookie Betts,Los Angeles Dodgers,1
717171,Zack Gelof,Oakland Athletics,1
717165,Austin Riley,Atlanta Braves,1
717165,Matt Olson,Atlanta Braves,1
717165,Ronald Acuna Jr.,Atlanta Braves,1
717166,Jake Rogers,Detroit Tigers,1
717166,Riley Greene,Detroit Tigers,1
717162,Tyrone Taylor,Milwaukee Brewers,1
717163,Chas McCormick,Houston Astros,2
717158,Fernando Tatis Jr.,San Diego Padres,1
717158,Gary Sanchez,San Diego Padres,2
717158,Ha-Seong Kim,San Diego Padres,1
717158,Juan Soto,San Diego Padres,1
717161,Cal Raleigh,Seattle Mariners,1
717161,Jarren Duran,Boston Red Sox,1
717159,Brandon Marsh,Philadelphia Phillies,1
717159,Jazz Chisholm Jr.,Miami Marlins,1
717159,Jorge Soler,Miami Marlins,1
717159,Josh Bell,Miami Marlins,1
717160,Anthony Volpe,New York Yankees,1
717160,Giancarlo Stanton,New York Yankees,1
717160,Wander Franco,Tampa Bay Rays,1
717155,Alec Burleson,St. Louis Cardinals,1
717155,Jordan Walker,St. Louis Cardinals,1
717155,Lars Nootbaar,St. Louis Cardinals,1
717155,Matt Wallner,Minnesota Twins,1
717155,Tyler O'Neill,St. Louis Cardinals,1
717153,Christopher Morel,Chicago Cubs,1
717153,Dansby Swanson,Chicago Cubs,1
717153,Ian Happ,Chicago Cubs,2
717153,Joey Votto,Cincinnati Reds,2
717153,Seiya Suzuki,Chicago Cubs,1
717153,Spencer Steer,Cincinnati Reds,1
717153,TJ Friedl,Cincinnati Reds,1
717152,Corey Seager,Texas Rangers,1
717152,Josh Jung,Texas Rangers,1
717152,Marcus Semien,Texas Rangers,1
717152,Seby Zavala,Chicago White Sox,1
717156,Drew Waters,Kansas City Royals,1
717154,Amed Rosario,Los Angeles Dodgers,1
717154,Jason Heyward,Los Angeles Dodgers,1
717154,Miguel Rojas,Los Angeles Dodgers,1
717154,Mookie Betts,Los Angeles Dodgers,1
717154,Shea Langeliers,Oakland Athletics,1
717147,Bryan De La Cruz,Miami Marlins,1
717147,J.T. Realmuto,Philadelphia Phillies,1
717149,Marcus Semien,Texas Rangers,1
717149,Mitch Garver,Texas Rangers,1
717148,Bobby Witt Jr.,Kansas City Royals,1
717148,Drew Waters,Kansas City Royals,1
717148,Francisco Lindor,New York Mets,1
717151,LaMonte Wade Jr.,San Francisco Giants,1
717142,Billy McKinney,New York Yankees,1
