game_pk,team,ks
717347,Philadelphia Phillies,11
717338,San Diego Padres,12
717338,Toronto Blue Jays,10
717339,Los Angeles Angels,6
717339,New York Yankees,16
717342,Cincinnati Reds,4
717342,San Francisco Giants,6
717341,Chicago White Sox,7
717341,New York Mets,3
717340,Arizona Diamondbacks,7
717340,Atlanta Braves,6
717336,Chicago Cubs,6
717336,Washington Nationals,6
717333,Detroit Tigers,5
717333,Kansas City Royals,8
717335,Minnesota Twins,14
717335,Seattle Mariners,14
717337,Arizona Diamondbacks,15
717337,Atlanta Braves,5
717334,Cincinnati Reds,6
717334,San Francisco Giants,8
717329,Milwaukee Brewers,10
717329,Philadelphia Phillies,12
717331,San Diego Padres,6
717331,Toronto Blue Jays,7
717330,Chicago White Sox,9
717330,New York Mets,8
717332,Detroit Tigers,5
717332,Kansas City Royals,3
717327,Minnesota Twins,13
717327,Seattle Mariners,11
717328,Baltimore Orioles,14
717328,Tampa Bay Rays,13
717322,Chicago Cubs,8
717322,St. Louis Cardinals,8
717323,Houston Astros,7
717323,Oakland Athletics,8
717325,Chicago Cubs,8
717325,St. Louis Cardinals,11
717317,Detroit Tigers,9
717317,San Diego Padres,7
717320,Baltimore Orioles,14
717320,Tampa Bay Rays,8
717319,Colorado Rockies,14
717319,Miami Marlins,8
717326,San Francisco Giants,12
717326,Washington Nationals,4
717318,Kansas City Royals,4
717318,New York Yankees,6
717321,Arizona Diamondbacks,9
717321,Cincinnati Reds,6
717324,Boston Red Sox,9
717324,New York Mets,7
717315,Cleveland Guardians,8
717315,Philadelphia Phillies,9
717316,Los Angeles Dodgers,8
717316,Texas Rangers,7
717314,Chicago White Sox,12
717314,Minnesota Twins,7
717313,Atlanta Braves,11
717313,Milwaukee Brewers,10
717312,Los Angeles Angels,12
717312,Pittsburgh Pirates,13
717310,Houston Astros,6
717310,Oakland Athletics,6
717311,Seattle Mariners,11
717311,Toronto Blue Jays,11
717304,Kansas City Royals,14
717304,New York Yankees,11
717306,Colorado Rockies,13
717306,Miami Marlins,8
717324,Boston Red Sox,9
717324,New York Mets,7
717308,Chicago Cubs,8
717308,St. Louis Cardinals,11
717305,Los Angeles Dodgers,9
717305,Texas Rangers,7
717303,Arizona Diamondbacks,8
717303,Cincinnati Reds,8
717300,Baltimore Orioles,11
717300,Tampa Bay Rays,10
717301,Seattle Mariners,11
717301,Toronto Blue Jays,9
717299,Detroit Tigers,6
717299,San Diego Padres,7
717307,San Francisco Giants,6
717307,Washington Nationals,8
717309,Boston Red Sox,9
717309,New York Mets,9
717302,Cleveland Guardians,8
717302,Philadelphia Phillies,10
717293,Chicago White Sox,8
717293,Minnesota Twins,11
717296,Atlanta Braves,14
717296,Milwaukee Brewers,8
717295,Houston Astros,11
717295,Oakland Athletics,7
717297,Los Angeles Angels,12
717297,Pittsburgh Pirates,13
717288,Detroit Tigers,8
717288,San Diego Padres,4
717290,San Francisco Giants,9
717290,Washington Nationals,5
717294,Kansas City Royals,11
717294,New York Yankees,7
717289,Arizona Diamondbacks,8
717289,Cincinnati Reds,4
717291,Baltimore Orioles,9
717291,Tampa Bay Rays,11
717283,Cleveland Guardians,8
717283,Philadelphia Phillies,14
717292,Colorado Rockies,16
717292,Miami Marlins,8
717285,Chicago White Sox,13
717285,Minnesota Twins,15
717287,Atlanta Braves,7
717287,Milwaukee Brewers,9
717286,Chicago Cubs,6
717286,St. Louis Cardinals,9
717284,Los Angeles Dodgers,8
717284,Texas Rangers,10
717279,Houston Astros,7
717279,Oakland Athletics,6
717278,Los Angeles Angels,13
717278,Pittsburgh Pirates,9
717281,Seattle Mariners,10
717281,Toronto Blue Jays,8
717298,Boston Red Sox,10
717298,New York Mets,10
717280,Baltimore Orioles,11
717280,Philadelphia Phillies,3
717282,Colorado Rockies,6
717282,Washington Nationals,6
717277,Cleveland Guardians,2
717277,Kansas City Royals,7
717275,Minnesota Twins,12
717275,Seattle Mariners,10
717274,Houston Astros,12
717274,Texas Rangers,12
717273,Cincinnati Reds,8
717273,Milwaukee Brewers,10
717276,Pittsburgh Pirates,11
717276,San Diego Padres,7
717268,Arizona Diamondbacks,7
717268,St. Louis Cardinals,3
717271,Los Angeles Dodgers,9
717271,Toronto Blue Jays,14
717265,Detroit Tigers,18
717265,Los Angeles Angels,7
717267,Baltimore Orioles,7
717267,Philadelphia Phillies,9
717270,Miami Marlins,11
717270,Tampa Bay Rays,6
717269,Colorado Rockies,7
717269,Washington Nationals,6
717266,New York Mets,13
717266,New York Yankees,8
717260,Cleveland Guardians,1
717260,Kansas City Royals,5
717261,Atlanta Braves,9
717261,Boston Red Sox,6
717264,Minnesota Twins,18
717264,Seattle Mariners,11
717255,Houston Astros,6
717255,Texas Rangers,4
717263,Chicago Cubs,9
717263,Chicago White Sox,9
717262,Cincinnati Reds,8
717262,Milwaukee Brewers,10
717258,Pittsburgh Pirates,8
717258,San Diego Padres,7
717259,Arizona Diamondbacks,8
717259,St. Louis Cardinals,7
717272,Oakland Athletics,14
717272,San Francisco Giants,10
717256,Los Angeles Dodgers,11
717256,Toronto Blue Jays,10
717257,Colorado Rockies,10
717257,Washington Nationals,3
717252,Miami Marlins,10
717252,Tampa Bay Rays,7
717249,Cleveland Guardians,6
717249,Kansas City Royals,8
717250,Minnesota Twins,9
717250,Seattle Mariners,12
717254,Cincinnati Reds,19
717254,Milwaukee Brewers,4
717244,Arizona Diamondbacks,8
717244,St. Louis Cardinals,9
717246,Pittsburgh Pirates,10
717246,San Diego Padres,8
717253,Los Angeles Dodgers,12
717253,Toronto Blue Jays,7
717245,Baltimore Orioles,11
717245,Philadelphia Phillies,5
717248,New York Mets,8
717248,New York Yankees,5
717242,Atlanta Braves,7
717242,Boston Red Sox,10
717239,Houston Astros,7
717239,Texas Rangers,6
717240,Chicago Cubs,11
717240,Chicago White Sox,8
717251,Oakland Athletics,8
717251,San Francisco Giants,10
717247,Detroit Tigers,6
717247,Los Angeles Angels,7
717243,Detroit Tigers,8
717243,Los Angeles Angels,14
717247,Detroit Tigers,6
717247,Los Angeles Angels,7
717241,New York Mets,4
717241,Washington Nationals,5
717238,Chicago Cubs,6
717238,St. Louis Cardinals,8
717233,Chicago White Sox,9
717233,Cleveland Guardians,9
717236,Detroit Tigers,10
717236,Miami Marlins,4
717234,Philadelphia Phillies,13
717234,Pittsburgh Pirates,13
717237,Baltimore Orioles,8
717237,New York Yankees,6
717235,Los Angeles Angels,14
717235,Toronto Blue Jays,9
717230,New York Mets,6
717230,Washington Nationals,8
717228,Chicago White Sox,7
717228,Cleveland Guardians,8
717231,Atlanta Braves,8
717231,Milwaukee Brewers,7
717229,Houston Astros,10
717229,Tampa Bay Rays,12
717232,Kansas City Royals,7
717232,Minnesota Twins,14
717226,Chicago Cubs,5
717226,St. Louis Cardinals,12
717227,Colorado Rockies,6
717227,Oakland Athletics,8
717223,Arizona Diamondbacks,7
717223,Seattle Mariners,11
717224,San Diego Padres,7
717224,Texas Rangers,10
717225,Cincinnati Reds,10
717225,Los Angeles Dodgers,4
717220,Boston Red Sox,5
717220,San Francisco Giants,13
717222,Los Angeles Angels,15
717222,Toronto Blue Jays,9
717218,Detroit Tigers,8
717218,Miami Marlins,11
717216,Philadelphia Phillies,13
717216,Pittsburgh Pirates,8
717215,New York Mets,8
717215,Washington Nationals,9
717207,Kansas City Royals,7
717207,Minnesota Twins,10
717217,Chicago White Sox,4
717217,Cleveland Guardians,6
717221,Boston Red Sox,9
717221,San Francisco Giants,8
717213,Chicago Cubs,6
717213,St. Louis Cardinals,5
717214,Houston Astros,7
717214,Tampa Bay Rays,9
717219,Baltimore Orioles,6
717219,New York Yankees,7
717211,Atlanta Braves,8
717211,Milwaukee Brewers,6
717212,Colorado Rockies,9
717212,Oakland Athletics,9
717210,Arizona Diamondbacks,2
717210,Seattle Mariners,10
717209,San Diego Padres,4
717209,Texas Rangers,14
717205,Cincinnati Reds,9
717205,Los Angeles Dodgers,5
717201,Los Angeles Angels,8
717201,Toronto Blue Jays,4
717208,Philadelphia Phillies,14
717208,Pittsburgh Pirates,8
717206,Atlanta Braves,10
717206,Milwaukee Brewers,10
717203,New York Mets,7
717203,Washington Nationals,11
717202,Detroit Tigers,8
717202,Miami Marlins,6
717196,Houston Astros,7
717196,Tampa Bay Rays,7
717198,Kansas City Royals,7
717198,Minnesota Twins,9
717204,Chicago White Sox,5
717204,Cleveland Guardians,4
717195,Chicago Cubs,6
717195,St. Louis Cardinals,2
717199,Colorado Rockies,9
717199,Oakland Athletics,8
717197,Boston Red Sox,9
717197,San Francisco Giants,6
717194,Cincinnati Reds,13
717194,Los Angeles Dodgers,6
717193,Arizona Diamondbacks,12
717193,Seattle Mariners,13
717191,San Diego Padres,8
717191,Texas Rangers,13
717200,Baltimore Orioles,12
717200,New York Yankees,18
717189,Miami Marlins,5
717189,Philadelphia Phillies,9
717185,New York Yankees,12
717185,Tampa Bay Rays,8
717192,Milwaukee Brewers,3
717192,Washington Nationals,6
717186,Baltimore Orioles,11
717186,Toronto Blue Jays,10
717187,Atlanta Braves,8
717187,Los Angeles Angels,13
717188,Chicago Cubs,13
717188,Cincinnati Reds,10
717184,Cleveland Guardians,9
717184,Houston Astros,2
717179,Colorado Rockies,13
717179,San Diego Padres,7
717181,Boston Red Sox,8
717181,Seattle Mariners,10
717190,Arizona Diamondbacks,13
717190,San Francisco Giants,6
717182,Miami Marlins,5
717182,Philadelphia Phillies,6
717178,Detroit Tigers,8
717178,Pittsburgh Pirates,7
717175,New York Yankees,7
717175,Tampa Bay Rays,6
717183,Milwaukee Brewers,6
717183,Washington Nationals,10
717177,Baltimore Orioles,5
717177,Toronto Blue Jays,11
717176,Atlanta Braves,7
717176,Los Angeles Angels,11
717174,Minnesota Twins,8
717174,St. Louis Cardinals,8
717173,Chicago Cubs,6
717173,Cincinnati Reds,7
717168,Chicago White Sox,16
717168,Texas Rangers,7
717172,Cleveland Guardians,7
717172,Houston Astros,9
717170,Kansas City Royals,5
717170,New York Mets,7
717169,Colorado Rockies,10
717169,San Diego Padres,6
717167,Boston Red Sox,8
717167,Seattle Mariners,11
717180,Arizona Diamondbacks,4
717180,San Francisco Giants,8
717171,Los Angeles Dodgers,8
717171,Oakland Athletics,10
717165,Atlanta Braves,4
717165,Los Angeles Angels,9
717166,Detroit Tigers,4
717166,Pittsburgh Pirates,12
717162,Milwaukee Brewers,5
717162,Washington Nationals,6
717163,Cleveland Guardians,8
717163,Houston Astros,7
717158,Colorado Rockies,15
717158,San Diego Padres,8
717161,Boston Red Sox,10
717161,Seattle Mariners,8
717159,Miami Marlins,6
717159,Philadelphia Phillies,14
717160,New York Yankees,6
717160,Tampa Bay Rays,13
717157,Baltimore Orioles,7
717157,Toronto Blue Jays,8
717155,Minnesota Twins,9
717155,St. Louis Cardinals,10
717153,Chicago Cubs,11
717153,Cincinnati Reds,12
717152,Chicago White Sox,12
717152,Texas Rangers,6
717156,Kansas City Royals,8
717156,New York Mets,8
717164,Arizona Diamondbacks,5
717164,San Francisco Giants,5
717154,Los Angeles Dodgers,5
717154,Oakland Athletics,7
717147,Miami Marlins,6
717147,Philadelphia Phillies,10
717149,Chicago White Sox,13
717149,Texas Rangers,11
717148,Kansas City Royals,3
717148,New York Mets,4
717150,Baltimore Orioles,10
717150,Toronto Blue Jays,12
717151,Arizona Diamondbacks,7
717151,San Francisco Giants,8
717142,Houston Astros,6
717142,New York Yankees,8
717143,Milwaukee Brewers,7
717143,Pittsburgh Pirates,10
717145,Minnesota Twins,4
717145,St. Louis Cardinals,11
717146,Chicago Cubs,8
717146,Cincinnati Reds,14
717144,Los Angeles Angels,12
717144,Seattle Mariners,13
717137,Los Angeles Dodgers,7
717137,Oakland Athletics,8
717141,Atlanta Braves,5
717141,Chicago Cubs,11
717139,Cincinnati Reds,8
717139,Washington Nationals,9
717135,Detroit Tigers,4
717135,Tampa Bay Rays,11
717134,Baltimore Orioles,10
717134,New York Mets,6
717140,Kansas City Royals,11
717140,Philadelphia Phillies,4
717138,Houston Astros,8
717138,New York Yankees,8
717136,Boston Red Sox,7
717136,Toronto Blue Jays,6
717132,Chicago White Sox,8
717132,Cleveland Guardians,6
717133,Miami Marlins,10
717133,Texas Rangers,10
717128,Arizona Diamondbacks,7
717128,Minnesota Twins,12
717131,Milwaukee Brewers,11
717131,Pittsburgh Pirates,5
717127,Colorado Rockies,8
717127,St. Louis Cardinals,4
717130,Los Angeles Angels,9
717130,Seattle Mariners,10
717129,Los Angeles Dodgers,5
717129,San Diego Padres,5
717126,Houston Astros,17
717126,New York Yankees,4
717122,Detroit Tigers,8
717122,Tampa Bay Rays,11
717121,Atlanta Braves,7
717121,Chicago Cubs,7
717124,Miami Marlins,12
717124,Texas Rangers,11
717120,Cincinnati Reds,10
717120,Washington Nationals,5
717125,Boston Red Sox,8
717125,Toronto Blue Jays,5
717123,Kansas City Royals,11
717123,Philadelphia Phillies,5
717114,Baltimore Orioles,7
717114,New York Mets,11
717117,Oakland Athletics,10
717117,San Francisco Giants,10
717118,Arizona Diamondbacks,9
717118,Minnesota Twins,13
717115,Chicago White Sox,8
717115,Cleveland Guardians,6
717116,Milwaukee Brewers,6
717116,Pittsburgh Pirates,10
717119,Colorado Rockies,10
717119,St. Louis Cardinals,4
717112,Los Angeles Dodgers,10
717112,San Diego Padres,9
717109,Los Angeles Angels,7
717109,Seattle Mariners,11
717108,Chicago White Sox,12
717108,Cleveland Guardians,6
717107,Baltimore Orioles,7
717107,New York Mets,9
717111,Boston Red Sox,8
717111,Toronto Blue Jays,7
717113,Kansas City Royals,4
717113,Philadelphia Phillies,6
717110,Houston Astros,14
717110,New York Yankees,9
717104,Cincinnati Reds,13
717104,Washington Nationals,11
717103,Detroit Tigers,13
717103,Tampa Bay Rays,9
717106,Arizona Diamondbacks,5
717106,Minnesota Twins,10
717105,Milwaukee Brewers,8
717105,Pittsburgh Pirates,14
717099,Colorado Rockies,13
717099,St. Louis Cardinals,5
717098,Atlanta Braves,13
717098,Chicago Cubs,4
717102,Miami Marlins,5
717102,Texas Rangers,11
717101,Los Angeles Angels,15
717101,Seattle Mariners,15
717100,Oakland Athletics,6
717100,San Francisco Giants,13
717093,Los Angeles Dodgers,13
717093,San Diego Padres,7
717094,Los Angeles Dodgers,7
717094,San Diego Padres,7
717091,Detroit Tigers,11
717091,Minnesota Twins,8
717097,Cincinnati Reds,13
717097,Miami Marlins,12
717095,Atlanta Braves,6
717095,Pittsburgh Pirates,8
717089,Boston Red Sox,13
717089,Kansas City Royals,5
717092,Chicago Cubs,10
717092,New York Mets,5
717087,Cleveland Guardians,5
717087,Toronto Blue Jays,13
717088,Chicago White Sox,5
717088,New York Yankees,12
717086,Colorado Rockies,16
717086,Milwaukee Brewers,8
717090,Los Angeles Angels,12
717090,San Francisco Giants,12
717081,Oakland Athletics,11
717081,Texas Rangers,9
717096,Philadelphia Phillies,11
717096,Washington Nationals,9
717082,Philadelphia Phillies,11
717082,Washington Nationals,7
717096,Philadelphia Phillies,11
717096,Washington Nationals,9
717085,St. Louis Cardinals,10
717085,Tampa Bay Rays,6
717076,Detroit Tigers,14
717076,Minnesota Twins,8
717083,Cincinnati Reds,8
717083,Miami Marlins,10
717084,Baltimore Orioles,5
717084,Houston Astros,8
717079,Atlanta Braves,10
717079,Pittsburgh Pirates,11
717077,Boston Red Sox,8
717077,Kansas City Royals,9
717080,Chicago Cubs,12
717080,New York Mets,7
717074,Cleveland Guardians,7
717074,Toronto Blue Jays,8
717075,Chicago White Sox,13
717075,New York Yankees,16
717078,Colorado Rockies,7
717078,Milwaukee Brewers,7
717068,Los Angeles Angels,5
717068,San Francisco Giants,8
717073,Arizona Diamondbacks,8
717073,Los Angeles Dodgers,6
717072,San Diego Padres,14
717072,Seattle Mariners,6
717069,Oakland Athletics,7
717069,Texas Rangers,11
717070,Cincinnati Reds,11
717070,Miami Marlins,10
717065,Colorado Rockies,9
717065,Milwaukee Brewers,12
717063,Oakland Athletics,6
717063,Texas Rangers,10
717064,St. Louis Cardinals,6
717064,Tampa Bay Rays,8
717061,Detroit Tigers,11
717061,Minnesota Twins,11
717066,Philadelphia Phillies,9
717066,Washington Nationals,5
717067,Baltimore Orioles,9
717067,Houston Astros,12
717058,Atlanta Braves,14
717058,Pittsburgh Pirates,12
717059,Boston Red Sox,5
717059,Kansas City Royals,13
717062,Chicago Cubs,12
717062,New York Mets,10
717060,Cleveland Guardians,8
717060,Toronto Blue Jays,8
717054,Chicago White Sox,7
717054,New York Yankees,9
717071,Los Angeles Angels,11
717071,San Francisco Giants,6
717057,Arizona Diamondbacks,6
717057,Los Angeles Dodgers,3
717055,San Diego Padres,6
717055,Seattle Mariners,6
717053,Baltimore Orioles,7
717053,Houston Astros,7
717056,Atlanta Braves,8
717056,Pittsburgh Pirates,7
717052,Cleveland Guardians,8
717052,Toronto Blue Jays,11
717050,Detroit Tigers,7
717050,Minnesota Twins,9
717048,St. Louis Cardinals,5
717048,Tampa Bay Rays,8
717049,Philadelphia Phillies,4
717049,Washington Nationals,13
717051,Boston Red Sox,5
717051,Kansas City Royals,12
717045,Colorado Rockies,10
717045,Los Angeles Dodgers,3
717038,Cleveland Guardians,7
717038,Tampa Bay Rays,5
717047,Miami Marlins,7
717047,New York Yankees,10
717043,Oakland Athletics,8
717043,Washington Nationals,5
717046,Cincinnati Reds,11
717046,Pittsburgh Pirates,10
717044,Minnesota Twins,11
717044,Philadelphia Phillies,6
717041,Chicago Cubs,6
717041,Toronto Blue Jays,5
717042,Boston Red Sox,7
717042,Detroit Tigers,14
717040,Atlanta Braves,5
717040,New York Mets,9
717037,Houston Astros,5
717037,Los Angeles Angels,11
717039,Kansas City Royals,5
717039,St. Louis Cardinals,3
717036,Chicago White Sox,9
717036,Milwaukee Brewers,11
717035,Arizona Diamondbacks,11
717035,San Diego Padres,9
717032,Colorado Rockies,17
717032,Los Angeles Dodgers,3
717034,Baltimore Orioles,13
717034,Seattle Mariners,6
717031,San Francisco Giants,10
717031,Texas Rangers,7
717014,Boston Red Sox,10
717014,Detroit Tigers,5
717016,Oakland Athletics,10
717016,Washington Nationals,7
717015,Cincinnati Reds,12
717015,Pittsburgh Pirates,8
717027,Cincinnati Reds,10
717027,Pittsburgh Pirates,12
717009,Minnesota Twins,8
717009,Philadelphia Phillies,11
717012,Chicago Cubs,6
717012,Toronto Blue Jays,7
717010,Cleveland Guardians,10
717010,Tampa Bay Rays,7
717011,Miami Marlins,10
717011,New York Yankees,13
717004,Houston Astros,11
717004,Los Angeles Angels,9
717006,Chicago White Sox,7
717006,Milwaukee Brewers,7
717008,San Francisco Giants,17
717008,Texas Rangers,7
717007,Colorado Rockies,13
717007,Los Angeles Dodgers,4
717003,Arizona Diamondbacks,7
717003,San Diego Padres,12
717005,Baltimore Orioles,7
717005,Seattle Mariners,11
717013,Atlanta Braves,7
717013,New York Mets,8
717000,Houston Astros,2
717000,Miami Marlins,5
717002,New York Mets,5
717002,Pittsburgh Pirates,11
717001,Atlanta Braves,6
717001,New York Yankees,5
716995,Oakland Athletics,6
716995,St. Louis Cardinals,11
716997,Los Angeles Angels,12
716997,Texas Rangers,11
716994,Kansas City Royals,8
716994,Seattle Mariners,11
716998,Arizona Diamondbacks,11
716998,Colorado Rockies,13
716996,Baltimore Orioles,8
716996,San Diego Padres,6
716999,San Francisco Giants,9
716999,Tampa Bay Rays,12
716992,Cincinnati Reds,11
716992,Cleveland Guardians,5
716991,Houston Astros,6
716991,Miami Marlins,7
716993,Boston Red Sox,8
716993,Washington Nationals,11
716990,Philadelphia Phillies,13
716990,Toronto Blue Jays,6
716988,New York Mets,11
716988,Pittsburgh Pirates,13
716987,Atlanta Braves,9
716987,New York Yankees,4
716983,Detroit Tigers,10
716983,Minnesota Twins,9
716984,Oakland Athletics,5
716984,St. Louis Cardinals,7
716985,Los Angeles Angels,12
716985,Texas Rangers,8
716986,Chicago Cubs,10
716986,Chicago White Sox,8
716981,Kansas City Royals,4
716981,Seattle Mariners,9
716978,Arizona Diamondbacks,2
716978,Colorado Rockies,7
716980,Baltimore Orioles,7
716980,San Diego Padres,7
716989,San Francisco Giants,6
716989,Tampa Bay Rays,15
716979,Los Angeles Dodgers,8
716979,Milwaukee Brewers,6
716974,New York Mets,7
716974,Pittsburgh Pirates,6
716976,Detroit Tigers,8
716976,Minnesota Twins,12
716977,Arizona Diamondbacks,4
716977,Colorado Rockies,11
716975,San Francisco Giants,7
716975,Tampa Bay Rays,5
716973,Cincinnati Reds,6
716973,Cleveland Guardians,9
716972,Houston Astros,9
716972,Miami Marlins,5
716969,Oakland Athletics,9
716969,St. Louis Cardinals,10
716982,Boston Red Sox,9
716982,Washington Nationals,4
716967,Philadelphia Phillies,6
716967,Toronto Blue Jays,10
716970,Atlanta Braves,8
716970,New York Yankees,13
716971,Los Angeles Angels,7
716971,Texas Rangers,8
716968,Chicago Cubs,8
716968,Chicago White Sox,10
716963,Kansas City Royals,5
716963,Seattle Mariners,11
716965,Baltimore Orioles,8
716965,San Diego Padres,4
716962,Los Angeles Dodgers,6
716962,Milwaukee Brewers,7
716964,Kansas City Royals,4
716964,Seattle Mariners,13
716966,Boston Red Sox,11
716966,Washington Nationals,6
716958,New York Mets,4
716958,St. Louis Cardinals,7
716957,Arizona Diamondbacks,7
716957,San Diego Padres,9
716961,Los Angeles Dodgers,10
716961,Milwaukee Brewers,5
716959,Cleveland Guardians,5
716959,Detroit Tigers,10
716943,Boston Red Sox,6
716943,New York Yankees,9
716937,Chicago Cubs,8
716937,Kansas City Royals,12
716909,Los Angeles Dodgers,11
716909,Miami Marlins,6
716926,Los Angeles Dodgers,8
716926,Miami Marlins,6
716919,Arizona Diamondbacks,12
716919,San Diego Padres,6
716931,Arizona Diamondbacks,11
716931,San Diego Padres,4
716941,Philadelphia Phillies,9
716941,Washington Nationals,7
716938,Milwaukee Brewers,5
716938,Texas Rangers,18
716915,Los Angeles Angels,7
716915,Tampa Bay Rays,12
716925,Los Angeles Angels,5
716925,Tampa Bay Rays,9
716935,Cincinnati Reds,10
716935,Toronto Blue Jays,11
716939,Cleveland Guardians,5
716939,Detroit Tigers,9
716932,Houston Astros,7
716932,Seattle Mariners,11
716936,Minnesota Twins,15
716936,Pittsburgh Pirates,9
716940,New York Mets,9
716940,St. Louis Cardinals,7
716934,Atlanta Braves,8
716934,San Francisco Giants,11
716933,Chicago White Sox,9
716933,Colorado Rockies,7
716930,Baltimore Orioles,9
716930,Oakland Athletics,12
716920,Houston Astros,10
716920,Seattle Mariners,14
716927,Atlanta Braves,8
716927,San Francisco Giants,12
716928,Boston Red Sox,10
716928,New York Yankees,14
716922,Cleveland Guardians,7
716922,Detroit Tigers,8
716924,Cincinnati Reds,12
716924,Toronto Blue Jays,6
716923,Minnesota Twins,16
716923,Pittsburgh Pirates,7
716921,New York Mets,10
716921,St. Louis Cardinals,7
716917,Chicago Cubs,2
716917,Kansas City Royals,4
716918,Milwaukee Brewers,10
716918,Texas Rangers,11
716916,Chicago White Sox,6
716916,Colorado Rockies,11
716914,Baltimore Orioles,8
716914,Oakland Athletics,10
716929,Philadelphia Phillies,7
716929,Washington Nationals,5
716913,Chicago Cubs,6
716913,Detroit Tigers,9
716911,Philadelphia Phillies,9
716911,San Francisco Giants,7
716912,Pittsburgh Pirates,9
716912,St. Louis Cardinals,9
716910,Atlanta Braves,11
716910,New York Mets,10
716908,Boston Red Sox,7
716908,Houston Astros,8
716905,Chicago White Sox,14
716905,Seattle Mariners,8
716904,Kansas City Royals,8
716904,Oakland Athletics,11
716906,Arizona Diamondbacks,8
716906,Texas Rangers,10
716907,Miami Marlins,12
716907,San Diego Padres,6
716896,Chicago Cubs,9
716896,Detroit Tigers,10
716898,Colorado Rockies,12
716898,Tampa Bay Rays,7
716899,Philadelphia Phillies,11
716899,San Francisco Giants,12
716901,Pittsburgh Pirates,4
716901,St. Louis Cardinals,8
716902,Baltimore Orioles,14
716902,Toronto Blue Jays,9
716900,New York Yankees,6
716900,Washington Nationals,5
716897,Cleveland Guardians,7
716897,Los Angeles Dodgers,9
716891,Atlanta Braves,7
716891,New York Mets,7
716895,Boston Red Sox,12
716895,Houston Astros,6
716893,Chicago White Sox,10
716893,Seattle Mariners,6
716894,Milwaukee Brewers,6
716894,Minnesota Twins,9
716892,Cincinnati Reds,12
716892,Los Angeles Angels,12
716888,Kansas City Royals,8
716888,Oakland Athletics,11
716889,Arizona Diamondbacks,7
716889,Texas Rangers,13
716887,Miami Marlins,9
716887,San Diego Padres,11
716903,Cincinnati Reds,9
716903,Los Angeles Angels,8
716875,Cleveland Guardians,13
716875,Los Angeles Dodgers,8
716872,New York Yankees,12
716872,Washington Nationals,10
716869,Colorado Rockies,12
716869,Tampa Bay Rays,9
716873,Boston Red Sox,7
716873,Houston Astros,7
716871,Cleveland Guardians,8
716871,Los Angeles Dodgers,5
716870,Chicago Cubs,3
716870,Pittsburgh Pirates,8
716865,Baltimore Orioles,6
716865,Toronto Blue Jays,8
716867,Minnesota Twins,8
716867,Texas Rangers,8
716864,Chicago White Sox,6
716864,Oakland Athletics,7
716868,Arizona Diamondbacks,6
716868,Cincinnati Reds,16
716858,Detroit Tigers,8
716858,Houston Astros,6
716863,Miami Marlins,6
716863,Washington Nationals,5
716854,New York Yankees,15
716854,Tampa Bay Rays,11
716859,Baltimore Orioles,4
716859,Colorado Rockies,9
716862,Chicago Cubs,7
716862,Pittsburgh Pirates,4
716861,Philadelphia Phillies,4
716861,St. Louis Cardinals,11
716860,Cleveland Guardians,9
716860,Toronto Blue Jays,9
716866,Boston Red Sox,5
716866,Los Angeles Dodgers,11
716855,Los Angeles Angels,14
716855,New York Mets,11
716856,Chicago White Sox,7
716856,Oakland Athletics,8
716850,Minnesota Twins,9
716850,Texas Rangers,5
716857,Milwaukee Brewers,3
716857,San Diego Padres,17
716851,Arizona Diamondbacks,7
716851,Cincinnati Reds,9
716853,Kansas City Royals,11
716853,Seattle Mariners,11
716852,Atlanta Braves,3
716852,San Francisco Giants,11
716846,Cleveland Guardians,10
716846,Toronto Blue Jays,6
716848,Atlanta Braves,10
716848,San Francisco Giants,10
716849,Boston Red Sox,11
716849,Los Angeles Dodgers,12
716832,Kansas City Royals,10
716832,Seattle Mariners,7
716844,Miami Marlins,6
716844,Washington Nationals,12
716845,New York Yankees,10
716845,Tampa Bay Rays,8
716843,Detroit Tigers,15
716843,Houston Astros,4
716837,Baltimore Orioles,9
716837,Colorado Rockies,10
716840,Los Angeles Angels,8
716840,New York Mets,10
716841,Chicago White Sox,11
716841,Oakland Athletics,11
716838,Milwaukee Brewers,6
716838,San Diego Padres,12
716842,Chicago Cubs,5
716842,Pittsburgh Pirates,15
716839,Minnesota Twins,12
716839,Texas Rangers,10
716847,Philadelphia Phillies,3
716847,St. Louis Cardinals,11
716833,Arizona Diamondbacks,13
716833,Cincinnati Reds,9
716829,Los Angeles Angels,11
716829,New York Mets,11
716836,Baltimore Orioles,9
716836,Colorado Rockies,6
716831,Boston Red Sox,5
716831,Los Angeles Dodgers,9
716834,Chicago Cubs,9
716834,Pittsburgh Pirates,12
716835,Philadelphia Phillies,6
716835,St. Louis Cardinals,12
716825,Cleveland Guardians,14
716825,Toronto Blue Jays,7
716830,Detroit Tigers,13
716830,Houston Astros,5
716827,Miami Marlins,5
716827,Washington Nationals,9
716828,New York Yankees,5
716828,Tampa Bay Rays,11
716824,Minnesota Twins,13
716824,Texas Rangers,12
716826,Chicago White Sox,8
716826,Oakland Athletics,13
716822,Milwaukee Brewers,7
716822,San Diego Padres,11
716821,Arizona Diamondbacks,7
716821,Cincinnati Reds,10
716820,Kansas City Royals,11
716820,Seattle Mariners,12
716819,Atlanta Braves,9
716819,San Francisco Giants,8
716817,Los Angeles Angels,8
716817,Philadelphia Phillies,6
